lat,lng,mag
-95.647854,29.72673,1
-95.647854,29.72673,1
-95.647854,29.72673,1
-95.647854,29.72673,2
-95.647854,29.72673,2
-95.647189,29.78426,1
-95.647097,29.727681,1
-95.647097,29.727681,1
-95.647033,29.737962,1
-95.647004,29.727199,1
-95.646418,29.729106,1
-95.646335,29.784254,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646335,29.784255,1
-95.646266,29.740803,1
-95.646266,29.740803,1
-95.646266,29.740803,1
-95.646266,29.740803,1
-95.645711,29.729129,1
-95.645711,29.729129,1
-95.645711,29.729129,1
-95.645711,29.729129,1
-95.645676,29.729215,1
-95.645613,29.742174,1
-95.645613,29.742174,1
-95.645613,29.742174,1
-95.645613,29.742174,1
-95.645613,29.742174,1
-95.645613,29.742174,1
-95.645603,29.78699,1
-95.645603,29.78699,1
-95.645539,29.816103,1
-95.645482,29.742142,1
-95.645441,29.813272,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645195,29.782587,1
-95.645106,29.78853,1
-95.645106,29.788951,1
-95.645106,29.788951,1
-95.645097,29.787963,2
-95.645089,29.786436,1
-95.645085,29.786077,1
-95.645068,29.785428,1
-95.64497,29.779833,1
-95.644893,29.788236,1
-95.64489,29.787817,1
-95.644889,29.787782,1
-95.644811,29.732279,1
-95.644797,29.778791,1
-95.644797,29.778791,1
-95.644765,29.786051,1
-95.644614,29.761983,1
-95.644603,29.7867,1
-95.644589,29.78575,1
-95.644588,29.786036,1
-95.644588,29.786036,1
-95.644588,29.786036,1
-95.644588,29.786036,1
-95.644588,29.786036,1
-95.644579,29.760485,1
-95.644551,29.744882,1
-95.644549,29.74576,1
-95.644538,29.748339,1
-95.644531,29.744357,1
-95.644516,29.752647,1
-95.644515,29.752879,1
-95.644511,29.754911,1
-95.644511,29.754911,1
-95.644511,29.754911,1
-95.644506,29.733711,1
-95.644506,29.752802,1
-95.644505,29.756422,1
-95.644505,29.756422,1
-95.644505,29.756422,1
-95.644505,29.756422,1
-95.644505,29.756422,1
-95.644505,29.756422,1
-95.644505,29.756422,1
-95.644501,29.755811,1
-95.6445,29.755872,1
-95.644481,29.762136,1
-95.644422,29.743132,1
-95.644422,29.743132,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644377,29.742696,1
-95.644371,29.743308,1
-95.644369,29.776732,1
-95.644369,29.776732,1
-95.644333,29.764181,1
-95.644317,29.742123,1
-95.644317,29.742123,1
-95.644317,29.742123,1
-95.644317,29.742123,1
-95.644297,29.77579,1
-95.644264,29.741712,1
-95.644262,29.741622,1
-95.644243,29.741623,1
-95.644243,29.741623,1
-95.644236,29.74141,1
-95.644236,29.74141,1
-95.644209,29.776169,1
-95.644201,29.741286,1
-95.644185,29.741159,1
-95.644149,29.740413,1
-95.644137,29.740259,1
-95.644132,29.738717,1
-95.644132,29.738717,1
-95.644132,29.738717,1
-95.644132,29.738717,1
-95.644132,29.738717,1
-95.644132,29.738717,1
-95.644132,29.738717,1
-95.644131,29.739245,1
-95.644123,29.738129,1
-95.64412,29.739158,1
-95.64412,29.739158,1
-95.64412,29.739158,1
-95.644117,29.737785,1
-95.644117,29.737785,1
-95.644111,29.738619,1
-95.644111,29.738619,1
-95.644091,29.736141,1
-95.644087,29.73585,1
-95.644087,29.73585,1
-95.644084,29.736903,1
-95.644084,29.736903,1
-95.644084,29.736903,1
-95.644081,29.735496,1
-95.644074,29.735586,1
-95.644074,29.735632,2
-95.644073,29.735586,1
-95.644073,29.735586,1
-95.644073,29.735586,1
-95.644073,29.735586,1
-95.644073,29.735586,1
-95.644069,29.735908,1
-95.644069,29.735908,1
-95.644068,29.775782,1
-95.644051,29.735021,1
-95.644035,29.733799,1
-95.644026,29.732951,1
-95.644025,29.7754,1
-95.644025,29.7754,1
-95.644025,29.7754,2
-95.644003,29.732782,1
-95.644003,29.732782,1
-95.644003,29.732782,1
-95.644003,29.732782,1
-95.644003,29.732782,1
-95.644003,29.732782,1
-95.643999,29.732579,1
-95.643989,29.732138,1
-95.643987,29.730563,1
-95.643987,29.730563,1
-95.643985,29.731902,1
-95.643985,29.731902,1
-95.643985,29.731902,1
-95.643985,29.731902,1
-95.643985,29.731902,1
-95.643985,29.731902,1
-95.643977,29.730562,1
-95.643973,29.730265,1
-95.643973,29.730954,1
-95.643973,29.730954,1
-95.64397,29.775263,1
-95.64397,29.775263,1
-95.64397,29.775263,1
-95.643969,29.730675,1
-95.643969,29.730675,1
-95.643969,29.730675,1
-95.643969,29.730675,1
-95.643969,29.730675,1
-95.643963,29.728685,1
-95.643959,29.729135,1
-95.643959,29.729135,1
-95.643959,29.729135,1
-95.643959,29.729135,1
-95.643959,29.729135,2
-95.643953,29.727719,1
-95.643953,29.727719,1
-95.643953,29.727719,1
-95.643953,29.727719,1
-95.643953,29.727719,1
-95.643953,29.727773,1
-95.643952,29.72667,1
-95.643952,29.72667,1
-95.643952,29.72667,1
-95.643952,29.72667,1
-95.643952,29.72667,1
-95.643952,29.72667,1
-95.643952,29.72667,1
-95.643944,29.726761,1
-95.643659,29.68911,1
-95.643317,29.782576,1
-95.643307,29.735604,1
-95.643307,29.735604,1
-95.643231,29.729151,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643225,29.773429,1
-95.643213,29.740504,1
-95.643204,29.773395,1
-95.643201,29.766501,1
-95.64293,29.771705,1
-95.642926,29.771909,1
-95.642926,29.771909,1
-95.642822,29.738727,1
-95.642792,29.73747,1
-95.642759,29.782933,1
-95.642742,29.783808,1
-95.642736,29.783249,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642729,29.755877,1
-95.642722,29.747474,1
-95.642722,29.747474,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642662,29.75586,1
-95.642641,29.785442,1
-95.642411,29.732076,1
-95.642226,29.785439,1
-95.641975,29.788283,1
-95.641975,29.788283,1
-95.641973,29.782567,1
-95.641914,29.737386,1
-95.641609,29.788348,1
-95.641469,29.767987,1
-95.64143,29.735612,1
-95.640992,29.774634,1
-95.640802,29.738936,1
-95.640664,29.740457,1
-95.640568,29.784277,1
-95.640477,29.741265,1
-95.640477,29.741265,1
-95.640413,29.785744,1
-95.640294,29.788582,1
-95.640294,29.788582,1
-95.640294,29.788582,1
-95.640294,29.788582,1
-95.640294,29.788582,1
-95.640294,29.788582,1
-95.640294,29.788582,2
-95.640148,29.788608,1
-95.640118,29.785747,1
-95.640012,29.785452,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639853,29.755879,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.639774,29.755863,1
-95.63974,29.785462,1
-95.63974,29.785462,1
-95.639471,29.770227,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.63946,29.755881,1
-95.639357,29.740429,1
-95.639341,29.735658,1
-95.639275,29.773963,1
-95.639274,29.773985,1
-95.639261,29.747045,1
-95.639233,29.735659,1
-95.639233,29.735659,1
-95.639135,29.785465,1
-95.638993,29.775379,1
-95.638877,29.747121,1
-95.638107,29.735676,1
-95.637311,29.766922,1
-95.637256,29.785446,1
-95.637184,29.739076,1
-95.637176,29.735674,1
-95.636873,29.735686,1
-95.636814,29.75669,1
-95.6367,29.735697,1
-95.6367,29.735697,1
-95.6367,29.735697,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,1
-95.636575,29.733898,4
-95.636541,29.745772,1
-95.636093,29.737529,1
-95.635919,29.785425,1
-95.635919,29.785425,1
-95.635919,29.785425,1
-95.635919,29.785425,1
-95.635919,29.785425,1
-95.635832,29.729751,1
-95.635769,29.727999,1
-95.635769,29.727999,1
-95.635721,29.735702,1
-95.635485,29.785429,1
-95.635369,29.765534,1
-95.635153,29.735714,1
-95.635153,29.735714,1
-95.635153,29.735714,1
-95.635121,29.735709,1
-95.635117,29.751729,1
-95.635078,29.758882,1
-95.634795,29.747645,1
-95.634762,29.729227,1
-95.634678,29.771931,1
-95.634656,29.77682,1
-95.634618,29.739673,1
-95.634544,29.785421,1
-95.634525,29.735708,1
-95.634525,29.735708,1
-95.634525,29.735708,1
-95.634523,29.772453,1
-95.634333,29.735335,1
-95.634333,29.735335,1
-95.634271,29.735071,1
-95.634271,29.735071,1
-95.634271,29.735071,1
-95.634271,29.735071,1
-95.634271,29.735071,1
-95.634271,29.735071,1
-95.634271,29.735071,2
-95.634271,29.735071,2
-95.634249,29.74924,1
-95.634194,29.729246,1
-95.63411,29.763208,1
-95.634026,29.757269,1
-95.633924,29.740589,1
-95.633918,29.835974,1
-95.633849,29.734473,1
-95.633849,29.734473,1
-95.633794,29.733549,1
-95.633725,29.769805,1
-95.633571,29.738281,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633511,29.733283,1
-95.633455,29.73672,1
-95.633455,29.73672,1
-95.632975,29.729268,1
-95.632836,29.722562,1
-95.632509,29.77112,1
-95.632308,29.755025,1
-95.632308,29.755025,1
-95.632307,29.784608,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,1
-95.632221,29.735737,2
-95.632212,29.724537,1
-95.632181,29.754007,1
-95.632115,29.735755,1
-95.632069,29.73675,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631999,29.735642,1
-95.631992,29.725058,1
-95.631826,29.73715,1
-95.631768,29.735752,1
-95.631329,29.729295,1
-95.631084,29.769949,1
-95.630169,29.758509,1
-95.630169,29.758509,1
-95.630063,29.752799,1
-95.62999,29.764476,1
-95.629938,29.785423,1
-95.629938,29.785423,1
-95.629938,29.785423,1
-95.629938,29.785423,1
-95.629938,29.785423,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629623,29.788373,1
-95.629341,29.742277,1
-95.628453,29.755877,1
-95.628437,29.761697,1
-95.62822,29.764141,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628038,29.755824,1
-95.628034,29.75584,1
-95.627845,29.755805,1
-95.627421,29.74192,1
-95.627421,29.74192,1
-95.626419,29.720083,1
-95.62637,29.755329,1
-95.626295,29.755291,1
-95.626295,29.755291,1
-95.626295,29.755291,1
-95.626193,29.779873,1
-95.625874,29.774982,1
-95.625373,29.763138,1
-95.625373,29.763138,1
-95.625364,29.761423,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625363,29.763109,1
-95.625337,29.76419,1
-95.625334,29.760055,1
-95.625333,29.758893,1
-95.625332,29.758752,1
-95.625328,29.759546,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625325,29.760094,1
-95.625323,29.75799,1
-95.625323,29.75799,1
-95.625317,29.758117,1
-95.625316,29.758042,1
-95.625314,29.757553,1
-95.625314,29.757553,1
-95.625294,29.764495,1
-95.625286,29.757123,1
-95.625274,29.756374,1
-95.625274,29.756374,1
-95.625274,29.756374,1
-95.625274,29.756374,1
-95.625274,29.756374,1
-95.625268,29.754819,1
-95.625268,29.754819,1
-95.625268,29.754819,1
-95.625268,29.754819,1
-95.625268,29.754819,2
-95.625268,29.754819,2
-95.625259,29.754909,1
-95.625259,29.754909,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625248,29.764834,1
-95.625234,29.751561,1
-95.625228,29.752593,1
-95.625228,29.752593,1
-95.625208,29.749328,1
-95.625208,29.749328,1
-95.625169,29.765338,1
-95.625169,29.765338,1
-95.625169,29.765338,1
-95.625169,29.765338,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,1
-95.625165,29.747435,2
-95.625017,29.764775,1
-95.624689,29.779413,1
-95.624689,29.779413,1
-95.624681,29.766528,1
-95.624681,29.766528,1
-95.624681,29.766528,1
-95.624549,29.745561,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,1
-95.624476,29.735859,2
-95.624476,29.735859,3
-95.624465,29.752878,1
-95.624465,29.752878,1
-95.624465,29.752878,1
-95.624465,29.752878,1
-95.624465,29.752878,1
-95.62445,29.766885,1
-95.62445,29.766885,1
-95.624441,29.735859,1
-95.624441,29.735859,1
-95.624441,29.735859,1
-95.624325,29.767099,1
-95.624325,29.767099,1
-95.624325,29.767099,1
-95.624325,29.767099,1
-95.624325,29.767099,1
-95.624084,29.719998,1
-95.624084,29.719998,1
-95.624076,29.720089,1
-95.624076,29.720089,1
-95.624016,29.714087,1
-95.624015,29.714302,1
-95.624008,29.714434,1
-95.624008,29.714434,1
-95.624008,29.714434,1
-95.624007,29.714042,1
-95.623971,29.767001,1
-95.623922,29.735866,1
-95.623898,29.735867,1
-95.623896,29.752343,1
-95.623896,29.752343,1
-95.623896,29.752343,1
-95.623896,29.752343,1
-95.623896,29.752343,1
-95.623896,29.752343,1
-95.623896,29.752343,1
-95.623875,29.735867,1
-95.623771,29.73586,1
-95.623771,29.73586,1
-95.623771,29.73586,1
-95.623771,29.73586,1
-95.623754,29.736567,1
-95.623742,29.736847,1
-95.623654,29.737316,1
-95.623654,29.737316,1
-95.623532,29.739619,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.623529,29.739087,1
-95.62352,29.738093,1
-95.62352,29.738093,1
-95.62352,29.738093,1
-95.62351,29.739034,1
-95.623253,29.776611,1
-95.62324,29.777123,1
-95.62324,29.777123,1
-95.623231,29.774772,1
-95.623223,29.669323,1
-95.623188,29.779918,1
-95.623188,29.779918,1
-95.623116,29.744354,1
-95.623039,29.721903,1
-95.622913,29.721898,1
-95.622913,29.721898,1
-95.622155,29.785907,1
-95.62205,29.735891,1
-95.62205,29.735891,1
-95.62205,29.735891,1
-95.62205,29.735891,1
-95.62192,29.716683,1
-95.621822,29.729247,1
-95.621815,29.730244,1
-95.621428,29.765938,1
-95.621076,29.725141,1
-95.621032,29.754426,1
-95.620995,29.727153,1
-95.620995,29.727153,1
-95.620989,29.754431,1
-95.620989,29.754431,1
-95.620989,29.754431,1
-95.620989,29.754431,1
-95.620989,29.754431,1
-95.620989,29.754431,1
-95.620989,29.754431,1
-95.620576,29.742378,1
-95.620537,29.73745,1
-95.620518,29.707465,1
-95.620465,29.717397,1
-95.620126,29.746581,1
-95.620126,29.746581,1
